"FISName","Skier","ID","Nation","StartOrder","Bib","Is_Host_Nation","In_Startlist","Year","Run1","Run2","Time","Points","Discipline","Elo","Downhill_Elo","Super.G_Elo","Giant.Slalom_Elo","Slalom_Elo","Combined_Elo","Tech_Elo","Speed_Elo","Race_Elo","Race1_Prob","City","Country","Race_Type","Race_Date","Sex"
"Anja Oplotnik","Anja Oplotnik",4109,"Slovenia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1252.88136134502,1264.93731105608,1300,1236.47772845102,1254.55857101287,1300,1252.53313259042,1300,1236.47772845102,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Iulija Pleshkova","Iulija Pleshkova",3017,"Russia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1187.0503948573,1196.70776087407,1210.51481663174,1236.41888495208,1292.1602092848,1285.09418508528,1242.62394099572,1179.22673129086,1236.41888495208,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Tianna Bruce","Tianna Bruce",4768,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1167.48214175166,1264.93731105608,1298.76191436379,1235.87227548275,1241.73548820006,1289.58843905202,1175.06214846886,1297.5280464097,1235.87227548275,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Nicole Good","Nicole Good",3782,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1313.06424244447,1286.42259363003,1274.35343209944,1235.71091243277,1311.99358281965,1308.54792455221,1311.92179150389,1262.27469691984,1235.71091243277,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Elina Lipp","Elina Lipp",4916,"Germany",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1259.98400008753,1264.93731105608,1271.97110499893,1235.62311362542,1261.13227937474,1289.58843905202,1261.76726435981,1261.55820519784,1235.62311362542,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Zoe Gray","Zoe Gray",4996,"Canada",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1153.14260691571,1292.18706652494,1292.28261943624,1234.80644390129,1247.2962102294,1289.58843905202,1173.66887205243,1283.80292992109,1234.80644390129,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Helene Unhjem Oveland","Helene Unhjem Oveland",6246,"Norway",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1201.53235207332,1283.61355473055,1258.97761637396,1234.73014642387,1295.46939422597,1289.58843905202,1238.58194267427,1250.32409386154,1234.73014642387,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Noa Szollos","Noa Szollos",4124,"Israel",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1224.92230054316,1264.93731105608,1281.93466976271,1234.28649687518,1260.0484200394,1273.66199426022,1227.68509649734,1285.08840414064,1234.28649687518,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Ronja Wiesler","Ronja Wiesler",4298,"Germany",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1090.8524372269,1202.11836868936,1222.5250162863,1233.29473971125,1274.45809498926,1289.58843905202,1222.52341963229,1137.79723836553,1233.29473971125,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Giulia Romele","Giulia Romele",5905,"Italy",999,999,"True","False",NA,"","","",NA,"Giant Slalom",1191.06306645109,1264.93731105608,1271.97110499893,1233.23912672138,1265.80344358131,1289.58843905202,1196.70008736974,1261.55820519784,1233.23912672138,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Priska Ming-Nufer","Priska Ming-Nufer",170,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1214.28214220802,1308.7976809377,1131.40888303884,1232.88608650889,1282.71752690071,1259.42723473185,1235.98047197378,1195.8443818102,1232.88608650889,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Kaitlin Keane","Kaitlin Keane",4748,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1172.79435120914,1297.07578514672,1290.61084254451,1232.68488590264,1243.13049927881,1289.58843905202,1185.0915804005,1285.98382697224,1232.68488590264,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Valentina Rings-Wanner","Valentina Rings-Wanner",5010,"Austria",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1214.54073591609,1296.63857712426,1261.26672438087,1232.6429217884,1270.70594200936,1289.58843905202,1216.29792795062,1244.30672298253,1232.6429217884,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Tatum Grosdidier","Tatum Grosdidier",4741,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1180.19754628222,1264.93731105608,1294.4981917896,1232.43534681871,1222.99834498107,1289.58843905202,1183.69941246038,1292.83539545644,1232.43534681871,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Nicol Delago","Nicol Delago",461,"Italy",999,999,"True","False",NA,"","","",NA,"Giant Slalom",1418.36786394043,1469.50127105408,1183.00782270167,1231.83511059329,1300.8288349645,1269.86178153252,1233.36126606552,1409.35686534719,1231.83511059329,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Nicola Rountree-Williams","Nicola Rountree-Williams",4115,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1190.61572201902,1264.93731105608,1271.97110499893,1231.20441346518,1244.6503268568,1289.58843905202,1191.44181307925,1261.55820519784,1231.20441346518,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Chiara Pogneaux","Chiara Pogneaux",3966,"France",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1296.40613561301,1264.93731105608,1295.6212085809,1230.86649413162,1298.13865376574,1300.9377774144,1296.58850695323,1294.90151086849,1230.86649413162,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Natalie Falch","Natalie Falch",4280,"Austria",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1305.82691261915,1264.93731105608,1271.97110499893,1230.18037713342,1298.37797212297,1289.58843905202,1304.96604155112,1261.55820519784,1230.18037713342,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Mia Hunt","Mia Hunt",4755,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1286.18879161286,1264.93731105608,1298.57958015261,1229.53928093813,1287.03521225566,1300,1286.57450632523,1298.75547386651,1229.53928093813,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Guro Hestad Vognild","Guro Hestad Vognild",5122,"Norway",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1184.12457039945,1264.93731105608,1271.97110499893,1229.44902119308,1248.60228623268,1289.58843905202,1188.92805773396,1261.55820519784,1229.44902119308,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Louison Accambray","Louison Accambray",3963,"France",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1214.47925372857,1290.25249373204,1279.55628494459,1228.87360549366,1285.1940225727,1292.09505832425,1228.75665283107,1275.06015805604,1228.87360549366,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Katharina Truppe","Katharina Truppe",1345,"Austria",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1566.27061751865,1264.93731105608,1271.97110499893,1228.19734956607,1604.80145494198,1289.58843905202,1563.17528489409,1261.55820519784,1228.19734956607,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Joana Hählen","Joana Hählen",169,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1354.26952634502,1278.99756590756,1398.16852303781,1227.3658036325,1216.56036398717,1272.75589963202,1198.56267353197,1336.904062271,1227.3658036325,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Paige Dehart","Paige Dehart",5301,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1194.49131410164,1296.68679095646,1297.24548240946,1227.04778636864,1264.64185283255,1289.58843905202,1200.86370250519,1293.94158209963,1227.04778636864,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Delia Durrer","Delia Durrer",4074,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1315.25950227521,1309.91374708765,1261.47660889641,1226.06483342206,1280.60981077252,1286.73311078461,1281.02146435953,1303.48716426979,1226.06483342206,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Melissa Astegiano","Melissa Astegiano",4318,"Italy",999,999,"True","False",NA,"","","",NA,"Giant Slalom",1113.03850006629,1258.47438396327,1192.97234539816,1225.35437573007,1274.45809498926,1289.58843905202,1224.32654012751,1151.88565329011,1225.35437573007,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Camille Cerutti","Camille Cerutti",2964,"France",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1316.62698960304,1218.02961652885,1354.18673167652,1224.44104234021,1274.45809498926,1278.73322701375,1238.14843103803,1316.51964910118,1224.44104234021,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Kseniya Grigoreva","Kseniya Grigoreva",150,"Uzbekistan",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1218.38370307251,1264.93731105608,1271.97110499893,1223.86529521944,1267.88415893946,1289.58843905202,1211.59008743802,1261.55820519784,1223.86529521944,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Anna Swenn-Larsson","Anna Swenn-Larsson",76,"Sweden",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1575.38068527054,1264.93731105608,1295.34285237165,1222.25212451126,1564.32510499874,1292.66212482601,1573.20824194181,1295.06936863131,1222.25212451126,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Nika Tomsic","Nika Tomsic",3581,"Slovenia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1215.92803095062,1264.93731105608,1285.31663719036,1221.18124052155,1264.24166881639,1285.58953502009,1217.17952952301,1287.43483707508,1221.18124052155,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Nina Ortlieb","Nina Ortlieb",386,"Austria",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1486.3345321787,1464.13303843399,1391.76285942767,1220.81478178848,1265.1208158473,1284.20293689565,1227.00813305122,1474.67684452215,1220.81478178848,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Martina Dubovska","Martina Dubovska",168,"Czechia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1298.7379621634,1264.93731105608,1294.8641582937,1220.3031293955,1303.32729498338,1297.05669070179,1299.75600349424,1295.41263523268,1220.3031293955,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Elisabeth Kucera","Elisabeth Kucera",6139,"Austria",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1179.73167742476,1264.93731105608,1271.97110499893,1219.524645602,1276.16352544059,1289.58843905202,1184.6598309001,1261.55820519784,1219.524645602,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Marion Chevrier","Marion Chevrier",4203,"France",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1431.71621578649,1252.15598755222,1266.89367134086,1218.8800814307,1420.75372114752,1300,1429.61994525231,1220.9211420855,1218.8800814307,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Pernille Dyrstad Lydersen","Pernille Dyrstad Lydersen",4733,"Norway",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1144.96616543193,1275.18003751228,1243.28146405114,1214.43336217873,1220.76330052393,1300,1174.49943343627,1213.07966271271,1214.43336217873,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Francesca Fanti","Francesca Fanti",4136,"Italy",999,999,"True","False",NA,"","","",NA,"Giant Slalom",1201.77985152093,1264.93731105608,1271.97110499893,1213.88666703641,1217.42227727848,1289.58843905202,1201.29630218106,1261.55820519784,1213.88666703641,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Emy Charbonnier","Emy Charbonnier",5506,"France",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1198.38333428532,1260.87230199059,1271.86936193055,1212.96679981953,1297.06530040983,1300,1217.45952751073,1225.45830909516,1212.96679981953,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Nicole Begue","Nicole Begue",5327,"Argentina",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1256.19333587551,1255.53976341431,1252.19489013695,1212.36829504909,1274.64797787912,1300,1193.77779563357,1251.00520867715,1212.36829504909,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Jasmina Suter","Jasmina Suter",262,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1237.64122288728,1205.13051006298,1287.19206167654,1212.11599350296,1303.2623725232,1264.03056731936,1230.43016446575,1230.50242776544,1212.11599350296,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Lisa Hörhager","Lisa Hörhager",4176,"Austria",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1326.48785505253,1264.93731105608,1301.35732071752,1212.04595003013,1350.08420766342,1289.58843905202,1326.57252470672,1300.51797820329,1212.04595003013,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Viktoria Bürgler","Viktoria Bürgler",4323,"Austria",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1221.64393839639,1210.8037886637,1256.82965777444,1211.50139591576,1274.45809498926,1300,1223.96777275959,1201.11935010489,1211.50139591576,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Nora Hall","Nora Hall",5984,"Norway",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1174.16820560661,1264.93731105608,1271.97110499893,1210.66520119983,1275.54281377364,1289.58843905202,1178.70372567404,1261.55820519784,1210.66520119983,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Liene Bondare","Liene Bondare",511,"Latvia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1226.01735659896,1264.93731105608,1300,1208.94445800519,1247.45664909633,1300,1225.17983282229,1299.27362956295,1208.94445800519,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Laura Steinmair","Laura Steinmair",4237,"Italy",999,999,"True","False",NA,"","","",NA,"Giant Slalom",1217.30360558091,1264.93731105608,1271.97110499893,1208.52124160819,1280.96064552309,1289.58843905202,1219.47367286133,1261.55820519784,1208.52124160819,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Francesca Carolli","Francesca Carolli",5330,"Italy",999,999,"True","False",NA,"","","",NA,"Giant Slalom",1208.52896960657,1264.93731105608,1271.97110499893,1208.47070113688,1247.17395475543,1289.58843905202,1209.63543762957,1261.55820519784,1208.47070113688,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Sophie Nyberg","Sophie Nyberg",5593,"Sweden",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1215.35503342478,1297.31824356795,1283.12032630135,1205.90983009291,1274.45809498926,1300,1221.84727997957,1275.9426675844,1205.90983009291,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Inni Holm Wembstad","Inni Holm Wembstad",4139,"Norway",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1243.12919999164,1231.77454754675,1249.37231412984,1203.70350301458,1274.45809498926,1281.87646796344,1202.57812362798,1235.08923815728,1203.70350301458,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Lara Baumann","Lara Baumann",4351,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1215.97574542832,1264.93731105608,1271.97110499893,1202.94322823953,1300.04250660386,1289.58843905202,1215.67066628581,1261.55820519784,1202.94322823953,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Sarah Bennett","Sarah Bennett",4156,"Canada",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1148.22306389217,1296.0996580533,1297.03879412084,1202.87090829368,1222.97427063607,1298.90400948148,1149.63929152052,1293.03621452058,1202.87090829368,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Marjolaine Ollier","Marjolaine Ollier",5699,"France",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1223.50203308125,1264.93731105608,1300.4877381033,1202.80014168692,1231.38613237475,1300,1224.31156422247,1300.5491667277,1202.80014168692,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Leona Popovic","Leona Popovic",1193,"Croatia",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1329.01924074834,1285.63987631826,1242.23254209153,1202.67828219178,1346.93415090264,1292.44309271731,1329.39815623983,1238.18005028333,1202.67828219178,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Lois Abouly","Lois Abouly",4266,"France",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1190.57885822515,1217.09507082894,1209.26313880257,1200.28663336571,1274.45809498926,1285.58953502009,1213.78529628409,1177.07936701594,1200.28663336571,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Stephanie Jenal","Stephanie Jenal",3784,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1193.61621205062,1184.54112272224,1233.97358616113,1198.51801442375,1272.29422407231,1274.84686996301,1192.63605074323,1177.10384260968,1198.51801442375,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Janine Mächler","Janine Mächler",5274,"Switzerland",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1248.24002263366,1298.74544057091,1291.84171574731,1196.91820770511,1249.363793571,1289.58843905202,1249.61798229381,1286.75080403407,1196.91820770511,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Mathea Stranden","Mathea Stranden",5216,"Norway",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1160.04784958444,1264.93731105608,1271.97110499893,1194.51232418102,1280.32769848659,1289.58843905202,1166.21708289808,1261.55820519784,1194.51232418102,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Moa Landström","Moa Landström",5364,"Sweden",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1308.11538786073,1264.93731105608,1271.97110499893,1191.91934623267,1306.75796513075,1289.58843905202,1307.81947655101,1261.55820519784,1191.91934623267,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Laurine Lugon-Moulin","Laurine Lugon-Moulin",4264,"France",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1285.67026257094,1264.93731105608,1283.8865110836,1185.27200663546,1286.32761421512,1289.58843905202,1286.29380374938,1278.34804825644,1185.27200663546,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Iria Medina Girones","Iria Medina Girones",5189,"Andorra",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1135.53601134533,1264.93731105608,1271.97110499893,1184.68557320591,1267.70517660696,1289.58843905202,1141.21228394718,1261.55820519784,1184.68557320591,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Keely Cashman","Keely Cashman",2975,"USA",999,999,"False","False",NA,"","","",NA,"Giant Slalom",1359.72425777845,1255.02603244607,1386.74908283915,1183.0218731349,1283.09927423214,1278.79781302839,1188.37520646222,1365.54783633748,1183.0218731349,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
"Laura Pirovano","Laura Pirovano",2916,"Italy",999,999,"True","False",NA,"","","",NA,"Giant Slalom",1588.72980228991,1569.21226091197,1450.96740568895,1182.36519977816,1283.52326748054,1312.29235716081,1192.27855618595,1586.19069592437,1182.36519977816,0,"Kronplatz","Italy","Ladies' Giant Slalom","01/20/2026","L"
