Nation,Season,Race,Place,Date,City,Country,Event,TeamSize,RaceType,Distance,MassStart,Sex,Team_Elo,Team_Individual_Elo,Team_IndividualCompact_Elo,Team_Sprint_Elo,Team_MassStart_Elo,Team_Pelo,Team_Individual_Pelo,Team_IndividualCompact_Pelo,Team_Sprint_Pelo,Team_MassStart_Pelo,Avg_Elo,Avg_Individual_Elo,Avg_IndividualCompact_Elo,Avg_Sprint_Elo,Avg_MassStart_Elo,Avg_Pelo,Avg_Individual_Pelo,Avg_IndividualCompact_Pelo,Avg_Sprint_Pelo,Avg_MassStart_Pelo,TeamMembers,MemberIDs,AvgAge,MaxAge,MinAge,AvgExp,MaxExp,MinExp
Norway,2001,9,10,2001-01-21,Salt Lake City UT,USA,World Cup,3,Team,5,0,M,4092.4400272309367,3938.2352582840813,3768.3601019475136,4039.9240178852942,3855.62420882941,4101.310492050546,3997.733839877703,3796.679115417415,4051.6060326052234,3809.2047771701828,1364.1466757436456,1312.7450860946938,1256.1200339825045,1346.641339295098,1285.2080696098033,1367.103497350182,1332.577946625901,1265.5597051391383,1350.535344201741,1269.7349257233943,"Sverre Rotevatn,Lars Andreas Østvik,Preben Fjære Brynemo","245,260,255",23.625827059091947,24.01095140314853,23.42778918548939,21.666666666666668,26,15
France,2001,9,11,2001-01-21,Salt Lake City UT,USA,World Cup,3,Team,5,0,M,3997.213131586859,3921.586392308181,3768.3601019475136,3934.831644065186,3981.3307305362946,4007.8786663514684,3957.3711394627926,3796.679115417415,3927.912724186709,3993.9072133303544,1332.4043771956196,1307.195464102727,1256.1200339825045,1311.6105480217286,1327.1102435120981,1335.9595554504895,1319.1237131542641,1265.5597051391383,1309.3042413955698,1331.3024044434515,"Frédéric Baud,Ludovic Roux,Kevin Arnould","249,222,217",22.894820898927676,25.960301163586585,20.922655715263517,26.666666666666668,44,13
Germany,2001,9,12,2001-01-21,Salt Lake City UT,USA,World Cup,3,Team,5,0,M,3984.941585437984,4000.261362056306,3768.3601019475136,3899.240645829243,3817.2647289438128,4000.7247263582494,3976.5007131474217,3796.679115417415,3900.2587649786383,3802.2658457169828,1328.3138618126613,1333.4204540187686,1256.1200339825045,1299.746881943081,1272.4215763146042,1333.5749087860831,1325.5002377158073,1265.5597051391383,1300.0862549928795,1267.4219485723277,"Jens Deimel,Jens Gaiser,Georg Hettich","273,169,144",24.355920602327174,28.35318275154004,22.27789185489391,39.0,70,23
USA,2001,9,12,2001-01-21,Salt Lake City UT,USA,World Cup,3,Team,5,0,M,3667.336133373894,3717.979506278806,3768.3601019475136,3777.4131756798897,3826.086639816909,3677.4696649069056,3839.375270174264,3796.679115417415,3805.2608502105086,3900.0,1222.445377791298,1239.3265020929355,1256.1200339825045,1259.13772522663,1275.362213272303,1225.8232216356353,1279.7917567247548,1265.5597051391383,1268.420283403503,1300.0,"Carl Van Loan,Kris Erichsen,Matt Dayton","221,283,281",22.217659137577,23.411362080766597,20.421629021218344,6.0,8,4
Norway,2001,14,1,2001-02-20,Lahti,Finland,World Championship,4,Team,5,0,M,6232.837749539889,6257.460780663621,5024.480135930018,5725.353537452414,5446.715124457734,6213.260679623951,6174.351580192281,5062.238820556553,5705.362792858373,5377.023835515394,1558.2094373849723,1564.3651951659053,1256.1200339825045,1431.3383843631034,1361.6787811144336,1553.3151699059877,1543.5878950480703,1265.5597051391383,1426.3406982145932,1344.2559588788486,"Kristian Hammer,Sverre Rotevatn,Kenneth Braaten,Bjarte Engen Vik","167,245,234,294",26.349075975359344,29.971252566735114,24.093086926762492,59.0,114,19
Austria,2001,14,2,2001-02-20,Lahti,Finland,World Championship,4,Team,5,0,M,6244.778602957942,6203.527260520872,5024.480135930018,5636.893454622011,5537.959766841199,6232.247801180791,6132.25554149687,5062.238820556553,5614.179029527949,5353.0576608377705,1561.1946507394855,1550.881815130218,1256.1200339825045,1409.2233636555027,1384.4899417102997,1558.0619502951977,1533.0638853742175,1265.5597051391383,1403.5447573819872,1338.2644152094426,"Christoph Eugen,Felix Gottwald,Mario Stecher,David Kreiner","256,104,16,43",23.34839151266256,25.10609171800137,19.956194387405887,64.25,89,36
Finland,2001,14,3,2001-02-20,Lahti,Finland,World Championship,4,Team,5,0,M,6313.525990100819,6303.6583946683895,5024.480135930018,5869.993636107159,5518.532966562544,6308.496557074046,6178.8150735712225,5062.238820556553,5845.55739240757,5415.388390106637,1578.3814975252048,1575.9145986670974,1256.1200339825045,1467.4984090267897,1379.633241640636,1577.1241392685115,1544.7037683928056,1265.5597051391383,1461.3893481018924,1353.8470975266594,"Hannu Manninen,Jari Mantila,Jaakko Tallus,Samppa Lajunen","110,270,141,244",23.569472963723477,29.607118412046542,19.991786447638603,65.75,93,26
Germany,2001,14,4,2001-02-20,Lahti,Finland,World Championship,4,Team,5,0,M,6042.298668769704,5991.175731446541,5024.480135930018,5630.5189513846835,5407.291383382204,6038.53672037994,5977.274763103884,5062.238820556553,5591.9562311300015,5337.999478475133,1510.574667192426,1497.7939328616353,1256.1200339825045,1407.6297378461709,1351.822845845551,1509.634180094985,1494.318690775971,1265.5597051391383,1397.9890577825004,1334.4998696187834,"Ronny Ackermann,Marko Baacke,Jens Deimel,Sebastian Haseney","142,251,273,123",23.92950034223135,28.435318275154003,21.029431895961668,46.75,74,26
Japan,2001,14,5,2001-02-20,Lahti,Finland,World Championship,4,Team,5,0,M,5577.266689536027,5711.214848315898,5024.480135930018,5307.374413534119,5360.8944992996785,5570.628697821239,5642.878152101053,5062.238820556553,5332.0558944041495,5417.721837070292,1394.3166723840068,1427.8037120789745,1256.1200339825045,1326.8436033835299,1340.2236248249196,1392.6571744553098,1410.7195380252633,1265.5597051391383,1333.0139736010374,1354.430459267573,"Satoshi Mori,Daito Takahashi,Kenji Ogiwara,Gen Tomii","254,67,272,252",27.21013004791239,31.170431211498972,20.18069815195072,61.75,122,33
Russia,2001,14,6,2001-02-20,Lahti,Finland,World Championship,4,Team,5,0,M,5078.305130213151,5106.264396332768,5024.480135930018,5053.615050322087,5174.489306004758,5068.051128959814,5022.0046210439195,5062.238820556553,5209.906789774145,5242.430448918704,1269.5762825532877,1276.566099083192,1256.1200339825045,1263.4037625805217,1293.6223265011895,1267.0127822399536,1255.5011552609799,1265.5597051391383,1302.4766974435363,1310.607612229676,"Denis Tishagin,Alexej Fadejev,Walerij Stoljarov,Alexej Barannikov","298,282,300,219",26.175222450376452,30.091718001368925,23.197809719370294,25.75,43,8
Czechia,2001,14,7,2001-02-20,Lahti,Finland,World Championship,4,Team,5,0,M,5550.1081102319495,5553.7058921011485,5024.480135930018,5369.109353628719,5298.678825314647,5555.187814462624,5481.599320462485,5062.238820556553,5381.991273927706,5290.468702398783,1387.5270275579874,1388.4264730252871,1256.1200339825045,1342.2773384071797,1324.6697063286617,1388.796953615656,1370.3998301156212,1265.5597051391383,1345.4978184819265,1322.6171755996957,"Ladislav Rygl,Vladimir Šmíd,Milan Kučera,Pavel Churavý","214,305,284,41",24.42984257357974,26.677618069815196,22.439425051334702,36.75,70,2
USA,2001,14,8,2001-02-20,Lahti,Finland,World Championship,4,Team,5,0,M,5470.79605368417,5455.942176284248,5024.480135930018,5347.820067686561,5261.501198603943,5480.8244372478775,5415.694019588791,5062.238820556553,5324.1374639048245,5272.762352004997,1367.6990134210425,1363.985544071062,1256.1200339825045,1336.9550169216402,1315.3752996509857,1370.2061093119694,1353.9235048971977,1265.5597051391383,1331.0343659762061,1318.1905880012494,"Bill Demong,Matt Dayton,Todd Lodwick,Johnny Spillane","21,281,53,29",22.220396988364136,24.249144421629023,20.240930869267626,35.25,83,11
France,2001,14,9,2001-02-20,Lahti,Finland,World Championship,4,Team,5,0,M,5294.237708097095,5379.128146814201,5024.480135930018,5161.329768888827,5265.245982957009,5307.045278161861,5274.7135404195915,5062.238820556553,5214.88119190401,5278.442263124694,1323.5594270242736,1344.7820367035501,1256.1200339825045,1290.3324422222067,1316.3114957392522,1326.7613195404651,1318.6783851048979,1265.5597051391383,1303.7202979760025,1319.6105657811736,"Kevin Arnould,Ludovic Roux,Sylvain Guillaume,Frédéric Baud","217,222,274,249",25.38945927446954,32.62696783025325,21.00479123887748,45.0,88,17
Switzerland,2001,14,10,2001-02-20,Lahti,Finland,World Championship,4,Team,5,0,M,4919.582203261866,5004.643525919928,5024.480135930018,4973.258119895159,5104.745978308947,4931.450615203591,4951.527605913038,5062.238820556553,5035.396480494597,5172.787258469546,1229.8955508154665,1251.160881479982,1256.1200339825045,1243.3145299737898,1276.1864945772368,1232.8626538008978,1237.8819014782596,1265.5597051391383,1258.8491201236493,1293.1968146173865,"Andreas Hartmann,Ronny Heer,Andreas Hurschler,Ivan Rieder","228,107,202,198",22.207392197125255,24.216290212183434,20.11498973305955,24.0,48,10
Estonia,2001,14,11,2001-02-20,Lahti,Finland,World Championship,4,Team,5,0,M,4921.257262907059,4852.368834278142,5024.480135930018,5052.778692836493,5095.741167612823,4939.2644391839385,5010.508692994466,5062.238820556553,5043.137908264962,5152.654854846183,1230.3143157267648,1213.0922085695354,1256.1200339825045,1263.1946732091233,1273.9352919032058,1234.8161097959846,1252.6271732486166,1265.5597051391383,1260.7844770662405,1288.1637137115458,"Vahur Tasane,Villu Teder,Jens Salumäe,Tambet Pikkor","250,301,271,204",20.507871321013003,23.208761122518823,18.039698836413415,4.5,6,2
Finland,2002,11,1,2002-01-09,Val di Fiemme,Italy,World Cup,3,Team,5,0,M,4714.6756498932245,4658.0100366621955,3768.3601019475136,4379.904860188461,4155.866641047057,4704.0396817308265,4590.149182410639,3796.679115417415,4345.263804796645,4076.811224447151,1571.5585499644083,1552.670012220732,1256.1200339825045,1459.9682867294869,1385.2888803490189,1568.0132272436088,1530.049727470213,1265.5597051391383,1448.4212682655482,1358.9370748157169,"Samppa Lajunen,Jaakko Tallus,Mikko Keskinarkaus","244,141,262",22.041524070271503,22.715947980835043,20.876112251882272,49.0,86,20
Austria,2002,11,2,2002-01-09,Val di Fiemme,Italy,World Cup,3,Team,5,0,M,4775.581182674712,4656.4755141701025,3768.3601019475136,4412.614068452885,4248.246209576271,4768.959274779629,4551.887195315103,3796.679115417415,4400.884164691207,4157.4607897131355,1591.860394224904,1552.1585047233675,1256.1200339825045,1470.8713561509614,1416.082069858757,1589.6530915932096,1517.295731771701,1265.5597051391383,1466.9613882304022,1385.8202632377117,"Mario Stecher,Felix Gottwald,Christoph Eugen","16,104,256",25.363449691991786,25.990417522245036,24.48186173853525,89.0,105,74
Germany,2002,11,3,2002-01-09,Val di Fiemme,Italy,World Cup,3,Team,5,0,M,4492.358770208622,4375.793003609206,3768.3601019475136,4256.1068204199555,4157.364022823133,4484.626558954878,4391.712805815263,3796.679115417415,4233.926765222757,4074.059556707165,1497.4529234028741,1458.5976678697352,1256.1200339825045,1418.7022734733184,1385.788007607711,1494.875519651626,1463.9042686050877,1265.5597051391383,1411.308921740919,1358.0198522357216,"Sebastian Haseney,Jens Gaiser,Ronny Ackermann","123,169,142",23.808350444900753,24.65160848733744,23.370294318959616,51.333333333333336,67,38
USA,2002,11,4,2002-01-09,Val di Fiemme,Italy,World Cup,3,Team,5,0,M,4350.930708083635,4417.729861825546,3768.3601019475136,4106.173675301267,4034.2031696461545,4344.298302877562,4344.51534863484,3796.679115417415,4110.061218947295,3975.433691752868,1450.3102360278783,1472.5766206085154,1256.1200339825045,1368.7245584337559,1344.7343898820516,1448.0994342925205,1448.17178287828,1265.5597051391383,1370.020406315765,1325.1445639176227,"Bill Demong,Todd Lodwick,Matt Dayton","21,53,281",23.764544832306637,25.13347022587269,21.782340862423,54.333333333333336,97,21
Japan,2002,11,5,2002-01-09,Val di Fiemme,Italy,World Cup,3,Team,5,0,M,4192.008081969987,4262.161762376986,3768.3601019475136,3989.4264864558186,3985.035745768965,4186.18588081937,4090.2210824112594,3796.679115417415,3965.090275749546,3989.240706742011,1397.336027323329,1420.7205874589954,1256.1200339825045,1329.8088288186061,1328.345248589655,1395.3952936064568,1363.4070274704197,1265.5597051391383,1321.696758583182,1329.746902247337,"Kenji Ogiwara,Daito Takahashi,Gen Tomii","272,67,252",27.244353182751542,32.054757015742645,21.065023956194388,79.33333333333333,138,49
Norway,2002,11,6,2002-01-09,Val di Fiemme,Italy,World Cup,3,Team,5,0,M,4350.214807107096,4281.647072896865,3768.3601019475136,4136.000276858773,4078.1983267200917,4350.030073402277,4390.432336507371,3796.679115417415,4113.445413229143,4002.059407497958,1450.071602369032,1427.2156909656217,1256.1200339825045,1378.6667589529243,1359.3994422400306,1450.0100244674256,1463.477445502457,1265.5597051391383,1371.148471076381,1334.0198024993194,"Jan Rune Grave,Preben Fjære Brynemo,Kristian Hammer","216,255,167",24.961898243212413,25.806981519507186,24.40520191649555,37.0,62,10
Germany,2002,11,7,2002-01-09,Val di Fiemme,Italy,World Cup,3,Team,5,0,M,4122.915382773366,4147.246180188999,3768.3601019475136,3985.5990171365693,3924.48356290015,4122.248159528304,4122.131921994698,3796.679115417415,3971.7997677092317,3845.1944388650822,1374.305127591122,1382.4153933963328,1256.1200339825045,1328.5330057121898,1308.1611876333834,1374.082719842768,1374.0439739982328,1265.5597051391383,1323.9332559030772,1281.731479621694,"Björn Kircheisen,Georg Hettich,Marcel Höhlig","6,144,197",21.47113848961898,23.24435318275154,18.428473648186174,22.0,44,10
Germany,2002,11,8,2002-01-09,Val di Fiemme,Italy,World Cup,3,Team,5,0,M,3929.5236524495367,3927.110196642464,3768.3601019475136,3893.3615230174864,3842.021356586309,3928.6824872920574,3948.7164896649183,3796.679115417415,3885.531704452281,3861.6497215280688,1309.841217483179,1309.0367322141547,1256.1200339825045,1297.7871743391622,1280.6737855287697,1309.5608290973526,1316.238829888306,1265.5597051391383,1295.177234817427,1287.2165738426895,"Jens Deimel,Stephan Münchmeyer,Matthias Menz","273,215,178",23.878621948437143,29.319644079397673,20.320328542094455,33.333333333333336,89,4
Finland,2002,11,9,2002-01-09,Val di Fiemme,Italy,World Cup,3,Team,5,0,M,3973.70937351664,4119.046452305502,3768.3601019475136,3880.5088957033904,3791.6517225542166,3976.8259038333936,4040.9218358521784,3796.679115417415,3885.622898109553,3825.8455873301536,1324.5697911722134,1373.0154841018339,1256.1200339825045,1293.5029652344635,1263.8839075180722,1325.6086346111313,1346.9739452840595,1265.5597051391383,1295.2076327031843,1275.2818624433846,"Jouni Kaitainen,Jari Mantila,Antti Kuisma","181,270,170",25.317818845539588,30.491444216290212,21.585215605749486,53.666666666666664,106,17
Japan,2002,11,10,2002-01-09,Val di Fiemme,Italy,World Cup,1,Team,5,0,M,1303.8467650753112,1321.1460167322318,1256.1200339825045,1319.3432048600575,1321.6401096775255,1305.5766267411307,1292.033942737879,1265.5597051391383,1332.764921208299,1334.6831849430073,1303.8467650753112,1321.1460167322318,1256.1200339825045,1319.3432048600575,1321.6401096775255,1305.5766267411307,1292.033942737879,1265.5597051391383,1332.764921208299,1334.6831849430073,Satoshi Mori,254,30.644763860369608,30.644763860369608,30.644763860369608,72.0,72,72
Russia,2002,11,10,2002-01-09,Val di Fiemme,Italy,World Cup,2,Team,5,0,M,2535.2756674971333,2562.103944743368,2512.240067965009,2538.888975777146,2592.436940082498,2537.715178903492,2581.0253186722157,2531.1194102782765,2531.3461636227094,2638.5616785547627,1267.6378337485667,1281.051972371684,1256.1200339825045,1269.444487888573,1296.218470041249,1268.857589451746,1290.5126593361078,1265.5597051391383,1265.6730818113547,1319.2808392773813,"Alexej Tzvetkov,Alexej Fadejev","239,282",22.21902806297057,24.082135523613964,20.355920602327174,33.0,48,18
Norway,2002,11,11,2002-01-09,Val di Fiemme,Italy,World Cup,3,Team,5,0,M,3954.3845340419994,3966.484991749394,3768.3601019475136,3910.4875541153397,3845.286802449899,3963.5012739305066,3974.447180208072,3796.679115417415,3933.641878043454,3862.5007785669472,1318.1281780139998,1322.1616639164647,1256.1200339825045,1303.49585137178,1281.7622674832996,1321.1670913101689,1324.815726736024,1265.5597051391383,1311.213959347818,1287.5002595223157,"Sverre Rotevatn,Lars Andreas Østvik,Espen Rian","245,260,106",23.426876568560346,24.97741273100616,20.908966461327857,27.0,43,4
France,2002,11,12,2002-01-09,Val di Fiemme,Italy,World Cup,3,Team,5,0,M,3860.85443543329,3939.200746303549,3768.3601019475136,3811.0458557125344,3914.13268037387,3871.606714990424,4031.5522090268605,3796.679115417415,3817.0594004271043,3942.086458387359,1286.9514784777632,1313.0669154345162,1256.1200339825045,1270.3486185708448,1304.7108934579567,1290.5355716634747,1343.8507363422868,1265.5597051391383,1272.3531334757015,1314.028819462453,"Ludovic Roux,Kevin Arnould,Nicolas Bal","222,217,206",22.754277891854894,23.60574948665298,21.88911704312115,46.666666666666664,60,33
Italy,2002,11,13,2002-01-09,Val di Fiemme,Italy,World Cup,3,Team,5,0,M,3731.196599082513,3712.9365946236085,3768.3601019475136,3748.4090489019172,3732.393518012155,3743.179492023215,3818.87968877413,3796.679115417415,3770.9587806311165,3811.2873497170367,1243.732199694171,1237.645531541203,1256.1200339825045,1249.4696829673057,1244.1311726707183,1247.7264973410718,1272.9598962580433,1265.5597051391383,1256.9862602103722,1270.4291165723455,"Jochen Strobl,Andrea Longo,Daniele Munari","207,265,152",23.864020077572437,30.1492128678987,18.56810403832991,31.0,62,1
Finland,2002,17,1,2002-02-14,Salt Lake City UT,USA,Olympic Winter Games,4,Team,5,0,M,6301.005780311013,6140.624381282041,5024.480135930018,5936.552258603833,5655.1563121607505,6288.57209177105,6047.964506543311,5062.238820556553,5937.353704888912,5553.58785863544,1575.2514450777533,1535.1560953205103,1256.1200339825045,1484.1380646509583,1413.7890780401876,1572.1430229427624,1511.9911266358276,1265.5597051391383,1484.338426222228,1388.39696465886,"Jaakko Tallus,Jari Mantila,Hannu Manninen,Samppa Lajunen","141,270,110,244",24.5523613963039,30.590006844626966,20.974674880219027,84.0,109,45
Germany,2002,17,2,2002-02-14,Salt Lake City UT,USA,Olympic Winter Games,4,Team,5,0,M,5948.249536059975,5815.437102326534,5024.480135930018,5617.781014615902,5416.2731483797215,5936.481757315591,5749.532081901267,5062.238820556553,5565.410436376027,5327.402725004459,1487.0623840149938,1453.8592755816335,1256.1200339825045,1404.4452536539754,1354.0682870949304,1484.1204393288976,1437.3830204753167,1265.5597051391383,1391.3526090940068,1331.8506812511148,"Georg Hettich,Björn Kircheisen,Ronny Ackermann,Marcel Höhlig","144,6,142,197",22.364818617385353,24.750171115674195,18.527036276522928,37.25,71,14
Austria,2002,17,3,2002-02-14,Salt Lake City UT,USA,Olympic Winter Games,4,Team,5,0,M,6111.915177018329,6018.5202337012,5024.480135930018,5691.155782326183,5511.075799419959,6107.916562682442,5950.815999696601,5062.238820556553,5686.827665139528,5445.112031535824,1527.9787942545822,1504.6300584253,1256.1200339825045,1422.7889455815457,1377.7689498549898,1526.9791406706106,1487.7039999241501,1265.5597051391383,1421.706916284882,1361.278007883956,"Michael Gruber,Mario Stecher,Felix Gottwald,Christoph Bieler","168,16,104,19",24.290896646132783,26.088980150581794,22.195756331279945,76.25,111,50
